자치구,행정동,인구 합계,면적(km^2),기초생활수급자 인원,65세 이상 인구 수,단장기 외국인 체류자 수,종사자수,신협 수,새마을금고 수,우체국,편의점 수,약국 24시간,ATM 수,응급실 수,은행 수,기초생활수급자 인원_비율,65세 이상 인구 수_비율,단장기 외국인 체류자 수_비율,새마을금고 수_비율,우체국_비율,편의점 수_비율,약국 24시간_비율,ATM 수_비율,응급실 수_비율,은행 수_비율
강북구,번3동,"17,065",1.10,"2,624","4,649",120.9733917,3147,0,0,1,11,0,3,0,1,0.1537650161,0.2724289481,0.007088976953,0,0.9090909091,10,0,2.727272727,0,0.9090909091
강북구,수유1동,"20,869",1.67,"1,430","4,425",260.509475,5349,0,0,0,22,0,4,0,2,0.06852268916,0.2120369927,0.01248308376,0,0,13.17365269,0,2.395209581,0,1.19760479
강북구,수유2동,"21,505",0.57,"1,181","4,890",319.9157583,3797,0,0,1,19,1,6,0,0,0.05491746106,0.2273889793,0.0148763431,0,1.754385965,33.33333333,1.754385965,10.52631579,0,0
강북구,수유3동,"23,489",0.72,"1,412","4,614",653.9147208,9146,0,1,1,36,1,5,0,5,0.0601132445,0.1964323726,0.02783918944,1.388888889,1.388888889,50,1.388888889,6.944444444,0,6.944444444
강북구,삼양동,"23,980",0.91,"1,679","4,901",303.9419458,3509,0,0,1,14,0,3,0,1,0.07001668057,0.2043786489,0.01267481008,0,1.098901099,15.38461538,0,3.296703297,0,1.098901099
강북구,미아동,"22,162",0.93,"1,134","4,468",561.7402928,6824,1,0,0,30,0,3,1,3,0.05116866709,0.2016063532,0.02534700356,0,0,32.25806452,0,3.225806452,1.075268817,3.225806452
강북구,송중동,"30,299",1.01,"1,343","5,962",999.1698083,8611,0,0,1,28,0,2,0,1,0.04432489521,0.1967721707,0.03297698961,0,0.9900990099,27.72277228,0,1.98019802,0,0.9900990099
강북구,송천동,"27,035",0.90,"1,750","6,165",542.211375,7973,1,0,1,22,0,4,0,5,0.06473090438,0.2280377289,0.02005590438,0,1.111111111,24.44444444,0,4.444444444,0,5.555555556
강북구,삼각산동,"31,481",0.62,"1,225","4,433",190.7975292,2247,0,0,0,9,0,9,0,1,0.03891235984,0.1408150948,0.006060720091,0,0,14.51612903,0,14.51612903,0,1.612903226
강북구,우이동,"20,742",10.28,"1,043","4,826",311.0664583,4252,0,0,0,18,0,2,0,1,0.05028444702,0.2326680166,0.01499693657,0,0,1.750972763,0,0.1945525292,0,0.09727626459
강북구,인수동,"30,784",3.28,"1,977","6,970",709.340275,5759,0,0,0,27,0,4,1,1,0.0642216736,0.2264163202,0.02304249854,0,0,8.231707317,0,1.219512195,0.3048780488,0.3048780488
도봉구,쌍문1동,"21,663",1.24,"1,158","4,579",195.5877417,3831,0,0,0,20,0,3,0,1,0.05345520011,0.2113742326,0.009028654466,0,0,16.12903226,0,2.419354839,0,0.8064516129
도봉구,쌍문2동,"18,930",0.54,990,"3,863",264.3060833,5572,0,0,1,14,0,5,0,1,0.05229793978,0.2040676175,0.01396228649,0,1.851851852,25.92592593,0,9.259259259,0,1.851851852
도봉구,쌍문3동,"16,675",0.50,761,"3,426",216.5510792,4182,0,0,1,17,0,2,1,2,0.04563718141,0.2054572714,0.01298657147,0,2,34,0,4,2,4
도봉구,쌍문4동,"18,765",0.52,313,"3,027",83.8274,2093,0,0,0,12,0,6,0,0,0.01667998934,0.1613109512,0.00446722089,0,0,23.07692308,0,11.53846154,0,0
도봉구,방학1동,"29,035",0.69,"1,618","5,810",517.2547417,13653,0,1,1,30,0,5,0,6,0.05572584811,0.2001033236,0.0178148697,1.449275362,1.449275362,43.47826087,0,7.246376812,0,8.695652174
도봉구,방학2동,"19,906",0.74,"2,231","4,319",188.4487417,2909,0,0,0,18,0,2,0,0,0.1120767608,0.2169697579,0.009466931664,0,0,24.32432432,0,2.702702703,0,0
도봉구,방학3동,"27,323",2.62,403,"5,024",175.1235083,3169,0,0,0,12,0,2,0,3,0.01474947846,0.1838743915,0.006409380679,0,0,4.580152672,0,0.7633587786,0,1.145038168
도봉구,창1동,"25,004",0.88,597,"4,560",327.8814625,3958,0,0,0,15,1,4,0,2,0.02387617981,0.1823708207,0.01311316039,0,0,17.04545455,1.136363636,4.545454545,0,2.272727273
도봉구,창2동,"29,442",1.05,"1,106","5,236",319.2895167,4428,0,0,0,19,0,3,0,0,0.03756538279,0.1778411793,0.01084469522,0,0,18.0952381,0,2.857142857,0,0
도봉구,창3동,"14,027",0.67,"1,133","2,913",119.2925625,2170,0,0,0,14,0,1,0,0,0.08077279532,0.2076709204,0.008504495794,0,0,20.89552239,0,1.492537313,0,0
도봉구,창4동,"26,790",0.95,328,"4,247",226.4234875,7530,0,0,0,21,0,9,0,3,0.01224337439,0.158529302,0.008451791247,0,0,22.10526316,0,9.473684211,0,3.157894737
도봉구,창5동,"24,784",0.70,557,"4,326",240.5557917,7359,0,0,1,21,0,7,0,2,0.02247417689,0.1745480955,0.009706092306,0,1.428571429,30,0,10,0,2.857142857
도봉구,도봉1동,"21,250",8.72,"1,451","5,700",323.9141917,5766,1,0,1,23,0,1,0,1,0.06828235294,0.2682352941,0.01524302079,0,0.1146788991,2.637614679,0,0.1146788991,0,0.1146788991
도봉구,도봉2동,"27,117",0.83,947,"6,418",282.8497399,6319,0,0,1,15,0,10,0,3,0.03492274219,0.2366780986,0.01043071652,0,1.204819277,18.07228916,0,12.04819277,0,3.614457831
노원구,월계1동,"22,406",1.16,875,"4,210",951.0015583,6721,0,0,0,33,0,8,0,2,0.03905203963,0.1878960993,0.04244405777,0,0,28.44827586,0,6.896551724,0,1.724137931
노원구,월계2동,"27,006",1.94,"3,072","5,851",172.6665958,3255,0,0,1,18,0,7,0,0,0.1137524994,0.216655558,0.006393638295,0,0.5154639175,9.278350515,0,3.608247423,0,0
노원구,월계3동,"30,241",1.17,"1,981","6,085",282.3492542,4143,0,0,1,10,0,5,0,3,0.06550709302,0.201216891,0.009336637486,0,0.8547008547,8.547008547,0,4.273504274,0,2.564102564
노원구,공릉2동,"39,465",6.82,937,"5,331",989.8098917,11629,0,0,0,38,0,13,1,6,0.0237425567,0.135081718,0.02508070168,0,0,5.571847507,0,1.906158358,0.146627566,0.8797653959
노원구,하계1동,"27,288",1.55,"2,889","4,472",428.3079833,7931,0,0,1,22,0,6,1,3,0.1058707124,0.1638815597,0.01569583639,0,0.6451612903,14.19354839,0,3.870967742,0.6451612903,1.935483871
노원구,하계2동,"22,227",0.51,"1,178","3,233",96.00797935,1220,0,0,0,6,0,3,0,1,0.0529986053,0.1454537274,0.004319430393,0,0,11.76470588,0,5.882352941,0,1.960784314
노원구,중계본동,"24,195",1.97,578,"2,525",90.08770417,5602,0,0,2,17,0,5,0,2,0.02388923331,0.104360405,0.003723401702,0,1.015228426,8.629441624,0,2.538071066,0,1.015228426
노원구,중계1동,"27,084",0.63,747,"2,377",132.7527458,4205,0,0,0,16,0,9,0,3,0.02758085955,0.0877639935,0.004901519192,0,0,25.3968254,0,14.28571429,0,4.761904762
노원구,중계4동,"20,135",1.70,"1,806","4,013",141.2277792,3923,0,0,0,13,0,6,0,3,0.08969456171,0.1993046933,0.007014044162,0,0,7.647058824,0,3.529411765,0,1.764705882
노원구,상계1동,"38,466",5.62,"1,724","6,990",293.2947125,9518,0,0,2,27,0,7,0,2,0.04481880102,0.1817189206,0.007624778051,0,0.3558718861,4.804270463,0,1.245551601,0,0.3558718861
노원구,상계2동,"20,208",0.61,968,"3,356",408.5990583,10536,0,0,0,31,1,7,0,1,0.04790182106,0.1660728424,0.02021966836,0,0,50.81967213,1.639344262,11.47540984,0,1.639344262
노원구,상계5동,"24,223",0.44,"1,798","5,006",155.7575042,4936,0,1,0,18,0,4,0,1,0.07422697436,0.2066630888,0.006430149205,2.272727273,0,40.90909091,0,9.090909091,0,2.272727273
노원구,상계8동,"22,777",0.67,342,"2,884",80.86890833,1697,0,0,0,5,0,3,0,3,0.01501514686,0.1266189577,0.003550463552,0,0,7.462686567,0,4.47761194,0,4.47761194
노원구,상계9동,"20,746",0.81,459,"3,447",132.0940125,2520,0,0,0,10,0,4,0,4,0.02212474694,0.1661525113,0.006367203919,0,0,12.34567901,0,4.938271605,0,4.938271605
노원구,상계10동,"18,784",0.80,400,"2,693",77.15218902,2188,0,0,1,6,0,3,0,0,0.02129471891,0.1433666951,0.004107335446,0,1.25,7.5,0,3.75,0,0
노원구,상계3.4동,"26,479",5.62,"2,463","6,113",157.4600208,3787,0,0,1,21,0,4,0,0,0.0930171079,0.2308621927,0.005946599977,0,0.1779359431,3.736654804,0,0.7117437722,0,0
노원구,상계6.7동,"32,998",1.11,"1,029","5,033",406.8571542,15772,0,0,1,28,1,10,0,10,0.0311837081,0.1525243954,0.01232975193,0,0.9009009009,25.22522523,0.9009009009,9.009009009,0,9.009009009
노원구,중계2.3동,"34,717",0.90,"4,744","7,402",209.4509417,5153,0,0,1,13,0,12,0,2,0.1366477518,0.2132096667,0.006033094498,0,1.111111111,14.44444444,0,13.33333333,0,2.222222222
노원구,공릉1동,"37,593",1.41,"2,331","6,516",762.0790667,11948,1,0,1,43,1,10,0,6,0.06200622456,0.1733301412,0.0202718343,0,0.7092198582,30.4964539,0.7092198582,7.092198582,0,4.255319149
은평구,녹번동,"37,164",1.79,"1,561","6,993",571.9711875,9531,0,1,0,32,0,1,0,3,0.04200301367,0.1881659671,0.01539046355,0.5586592179,0,17.87709497,0,0.5586592179,0,1.675977654
은평구,불광1동,"38,996",3.13,"1,700","7,697",398.5134042,7034,2,1,0,16,0,8,0,4,0.04359421479,0.1973792184,0.01021934055,0.3194888179,0,5.111821086,0,2.555910543,0,1.277955272
은평구,갈현1동,"22,483",0.97,"1,810","4,384",415.8887375,4881,0,1,0,19,0,2,1,2,0.08050527065,0.1949917716,0.0184979201,1.030927835,0,19.58762887,0,2.06185567,1.030927835,2.06185567
은평구,갈현2동,"28,725",0.96,"1,468","4,996",356.7372708,5985,1,0,1,31,0,5,1,1,0.05110530896,0.1739251523,0.01241905207,0,1.041666667,32.29166667,0,5.208333333,1.041666667,1.041666667
은평구,구산동,"32,652",1.38,"1,472","6,202",342.6631113,5509,1,1,0,22,0,3,0,0,0.04508146515,0.1899424231,0.01049439885,0.7246376812,0,15.94202899,0,2.173913043,0,0
은평구,대조동,"27,318",0.85,"1,493","5,124",585.0159125,7864,0,1,1,33,0,4,0,5,0.05465261,0.1875686361,0.0214150345,1.176470588,1.176470588,38.82352941,0,4.705882353,0,5.882352941
은평구,응암1동,"33,128",1.20,"1,083","5,110",444.2390125,7831,0,0,1,26,0,9,0,5,0.03269137889,0.1542501811,0.01340977459,0,0.8333333333,21.66666667,0,7.5,0,4.166666667
은평구,응암2동,"27,577",0.78,"1,016","3,911",241.6859833,2102,0,0,0,5,0,7,0,1,0.03684229612,0.1418210828,0.008764041894,0,0,6.41025641,0,8.974358974,0,1.282051282
은평구,신사1동,"27,377",0.84,"1,001","4,917",264.9124417,4066,0,1,0,18,0,1,0,0,0.03656353874,0.1796033167,0.009676459864,1.19047619,0,21.42857143,0,1.19047619,0,0
은평구,신사2동,"20,532",1.00,"1,161","3,881",209.1991083,3716,0,0,0,12,0,3,0,0,0.0565458796,0.1890220144,0.01018892988,0,0,12,0,3,0,0
은평구,증산동,"15,175",0.81,640,"3,132",226.7027125,3619,2,0,0,15,0,0,0,0,0.04217462932,0.2063920923,0.01493922323,0,0,18.51851852,0,0,0,0
은평구,수색동,"11,445",1.29,523,"2,111",200.6286625,2264,0,1,1,4,0,10,0,2,0.04569681083,0.1844473569,0.01752980887,0.7751937984,0.7751937984,3.100775194,0,7.751937984,0,1.550387597
은평구,진관동,"56,236",11.53,"1,379","8,329",719.9744042,12366,2,1,1,38,0,10,1,6,0.02452165872,0.1481079735,0.01280273142,0.08673026886,0.08673026886,3.295750217,0,0.8673026886,0.08673026886,0.5203816132
은평구,불광2동,"28,046",1.38,"2,112","5,978",369.8084125,3943,0,0,1,30,0,3,0,1,0.07530485631,0.2131498253,0.01318578095,0,0.7246376812,21.73913043,0,2.173913043,0,0.7246376812
은평구,응암3동,"24,999",0.63,"1,813","5,580",542.1792042,5142,1,1,1,34,1,6,0,3,0.07252290092,0.2232089284,0.02168803569,1.587301587,1.587301587,53.96825397,1.587301587,9.523809524,0,4.761904762
은평구,역촌동,"46,108",1.16,"2,206","8,379",567.3389333,7778,1,0,0,42,0,4,0,4,0.0478441919,0.181725514,0.01230456609,0,0,36.20689655,0,3.448275862,0,3.448275862
서대문구,천연동,"17,398",0.97,713,"3,208",607.1127208,3069,0,1,0,10,0,3,0,1,0.04098172204,0.1843890102,0.03489554666,1.030927835,0,10.30927835,0,3.092783505,0,1.030927835
서대문구,홍제1동,"24,054",1.23,671,"4,572",485.9215458,4827,0,1,1,21,0,1,0,2,0.0278955683,0.1900723372,0.0202012782,0.8130081301,0.8130081301,17.07317073,0,0.8130081301,0,1.62601626
서대문구,홍제3동,"15,561",1.05,655,"3,652",349.9189542,3687,1,0,0,13,0,4,0,3,0.04209241051,0.2346892873,0.02248691949,0,0,12.38095238,0,3.80952381,0,2.857142857
서대문구,홍제2동,"13,871",0.81,513,"2,723",256.610675,1699,0,0,0,6,0,3,0,0,0.03698363492,0.1963088458,0.01849979634,0,0,7.407407407,0,3.703703704,0,0
서대문구,홍은1동,"22,956",1.58,718,"4,555",273.5176167,2658,0,1,0,15,0,4,0,0,0.031277226,0.1984230702,0.01191486394,0.6329113924,0,9.493670886,0,2.53164557,0,0
서대문구,홍은2동,"27,386",2.06,"1,098","5,196",987.1546083,5414,0,0,0,29,1,3,1,2,0.04009347842,0.1897319798,0.03604595809,0,0,14.0776699,0.4854368932,1.45631068,0.4854368932,0.9708737864
서대문구,남가좌1동,"15,735",0.51,238,"2,152",290.0338792,2204,1,0,0,9,0,3,0,3,0.01512551636,0.1367651732,0.01843240414,0,0,17.64705882,0,5.882352941,0,5.882352941
서대문구,남가좌2동,"30,696",0.77,"1,168","4,847",1256.768579,5271,1,1,0,26,1,6,0,4,0.03805056033,0.1579033099,0.04094242178,1.298701299,0,33.76623377,1.298701299,7.792207792,0,5.194805195
서대문구,북가좌1동,"18,256",0.55,473,"2,955",264.1385833,3173,0,0,0,11,0,0,0,2,0.0259092901,0.1618645925,0.01446859023,0,0,20,0,0,0,3.636363636
서대문구,북가좌2동,"32,020",0.84,"1,368","6,308",867.2873917,6752,1,2,1,32,0,5,0,3,0.04272329794,0.1970018738,0.02708580236,2.380952381,1.19047619,38.0952381,0,5.952380952,0,3.571428571
서대문구,충현동,"20,869",1.12,612,"3,384",1914.144562,24246,0,0,3,32,0,9,0,8,0.02932579424,0.1621543917,0.09172191106,0,2.678571429,28.57142857,0,8.035714286,0,7.142857143
서대문구,북아현동,"16,401",0.46,561,"2,266",1700.983333,2420,1,0,0,8,0,2,0,2,0.03420523139,0.1381623072,0.103712172,0,0,17.39130435,0,4.347826087,0,4.347826087
서대문구,신촌동,"23,281",2.63,506,"2,127",7096.267354,37647,2,1,3,81,1,57,1,9,0.02173446158,0.09136205489,0.3048093877,0.3802281369,1.140684411,30.79847909,0.3802281369,21.6730038,0.3802281369,3.422053232
서대문구,연희동,"37,931",3.05,811,"6,111",4790.7508,10752,1,1,1,44,0,1,0,7,0.02138092853,0.1611083283,0.1263017268,0.3278688525,0.3278688525,14.42622951,0,0.3278688525,0,2.295081967
마포구,용강동,"22,081",0.84,411,"2,970",1275.411779,18813,0,0,0,29,0,3,0,6,0.01861328744,0.1345047779,0.05776059866,0,0,34.52380952,0,3.571428571,0,7.142857143
마포구,대흥동,"15,847",0.87,425,"2,037",2385.418667,10097,1,0,0,35,0,4,0,4,0.02681895627,0.1285416798,0.1505280916,0,0,40.22988506,0,4.597701149,0,4.597701149
마포구,염리동,"17,459",0.44,344,"2,092",484.9598667,4383,0,0,0,10,0,2,0,1,0.01970330489,0.1198235867,0.02777707009,0,0,22.72727273,0,4.545454545,0,2.272727273
마포구,신수동,"22,901",0.78,371,"3,265",664.6795375,5549,0,0,0,16,0,1,1,1,0.01620016593,0.1425701934,0.02902403989,0,0,20.51282051,0,1.282051282,1.282051282,1.282051282
마포구,서교동,"26,612",1.65,398,"3,369",6267.490583,57173,0,0,1,120,1,10,0,21,0.0149556591,0.1265970239,0.2355136999,0,0.6060606061,72.72727273,0.6060606061,6.060606061,0,12.72727273
마포구,합정동,"17,853",1.72,559,"2,660",1003.364533,11154,1,0,0,28,0,2,0,3,0.03131126421,0.1489945667,0.05620145258,0,0,16.27906977,0,1.162790698,0,1.744186047
마포구,망원1동,"20,575",1.13,675,"3,374",635.5587667,5293,0,0,0,27,0,4,0,2,0.03280680437,0.1639854192,0.030889855,0,0,23.89380531,0,3.539823009,0,1.769911504
마포구,망원2동,"18,853",0.67,529,"3,103",453.9950083,4505,0,1,0,18,1,1,0,1,0.02805919482,0.16458919,0.02408078334,1.492537313,0,26.86567164,1.492537313,1.492537313,0,1.492537313
마포구,연남동,"16,085",0.64,267,"2,426",2036.204925,6911,0,0,0,25,0,0,0,1,0.01659931613,0.1508237488,0.1265902969,0,0,39.0625,0,0,0,1.5625
마포구,성산1동,"19,257",0.80,530,"2,926",757.01415,11155,1,0,2,28,0,2,0,2,0.02752245937,0.1519447474,0.03931111544,0,2.5,35,0,2.5,0,2.5
마포구,성산2동,"39,883",2.07,"2,166","6,231",859.4049292,11682,0,0,1,34,0,10,0,3,0.0543088534,0.1562319785,0.02154815157,0,0.4830917874,16.42512077,0,4.830917874,0,1.449275362
마포구,상암동,"31,390",8.40,964,"3,972",1621.259267,41880,1,2,1,47,0,25,0,11,0.03071041733,0.1265371137,0.05164890943,0.2380952381,0.119047619,5.595238095,0,2.976190476,0,1.30952381
마포구,도화동,"21,525",0.62,489,"3,691",635.5238042,16774,0,2,1,26,0,10,0,7,0.02271777003,0.171475029,0.02952491541,3.225806452,1.612903226,41.93548387,0,16.12903226,0,11.29032258
마포구,서강동,"25,574",1.45,272,"3,196",1791.898275,12774,1,0,1,33,0,5,0,4,0.01063580199,0.1249706733,0.07006718836,0,0.6896551724,22.75862069,0,3.448275862,0,2.75862069
마포구,공덕동,"37,916",1.01,"1,046","5,856",1420.7117,18197,1,2,1,29,0,11,0,9,0.02758729824,0.1544466716,0.03746997837,1.98019802,0.9900990099,28.71287129,0,10.89108911,0,8.910891089
마포구,아현동,"25,714",0.76,458,"3,092",964.6722833,10936,0,3,1,26,0,7,0,8,0.01781130901,0.1202457805,0.03751545008,3.947368421,1.315789474,34.21052632,0,9.210526316,0,10.52631579
양천구,목1동,"31,001",1.41,322,"3,235",1184.474087,21666,1,0,0,34,0,17,0,12,0.01038676172,0.1043514725,0.03820760901,0,0,24.11347518,0,12.05673759,0,8.510638298
양천구,목2동,"30,215",1.03,906,"4,139",559.6222,4523,0,1,0,26,0,4,0,2,0.02998510674,0.1369849413,0.01852133708,0.9708737864,0,25.24271845,0,3.883495146,0,1.941747573
양천구,목3동,"22,122",0.53,997,"3,326",349.3533833,4740,1,0,1,18,0,2,0,5,0.04506825784,0.1503480698,0.01579212473,0,1.886792453,33.96226415,0,3.773584906,0,9.433962264
양천구,목4동,"25,669",0.57,935,"3,287",398.6960458,3945,0,0,0,20,0,2,0,3,0.03642526004,0.1280532939,0.01553220016,0,0,35.0877193,0,3.50877193,0,5.263157895
양천구,신월1동,"20,817",0.65,"1,730","4,220",490.8187917,5183,0,0,0,14,0,4,0,3,0.08310515444,0.2027189316,0.02357778699,0,0,21.53846154,0,6.153846154,0,4.615384615
양천구,신월2동,"20,931",0.61,725,"3,870",338.5138583,3943,0,0,1,12,0,2,0,1,0.03463761884,0.1848932206,0.01617284689,0,1.639344262,19.67213115,0,3.278688525,0,1.639344262
양천구,신월3동,"15,479",0.87,"1,433","3,000",425.2294167,4019,0,0,1,12,0,1,0,1,0.09257703986,0.1938109697,0.0274713752,0,1.149425287,13.79310345,0,1.149425287,0,1.149425287
양천구,신월4동,"18,171",0.52,375,"3,277",230.1873583,4255,2,0,0,17,0,1,0,1,0.02063727918,0.1803423037,0.01266784207,0,0,32.69230769,0,1.923076923,0,1.923076923
양천구,신월5동,"14,843",0.69,710,"2,439",164.7112625,4849,0,0,0,20,0,7,1,0,0.04783399582,0.1643198814,0.01109689837,0,0,28.98550725,0,10.14492754,1.449275362,0
양천구,신월6동,"13,836",0.41,209,"1,813",131.2821583,3129,0,1,0,9,0,1,0,2,0.01510552183,0.1310349812,0.009488447405,2.43902439,0,21.95121951,0,2.43902439,0,4.87804878
양천구,신월7동,"20,100",1.19,"1,047","4,380",301.1861958,5406,0,0,0,15,0,4,0,1,0.05208955224,0.2179104478,0.01498438785,0,0,12.60504202,0,3.361344538,0,0.8403361345
양천구,신정1동,"20,569",0.70,260,"2,696",408.2582958,5322,0,0,2,12,0,3,0,3,0.01264038116,0.1310710292,0.01984823257,0,2.857142857,17.14285714,0,4.285714286,0,4.285714286
양천구,신정2동,"19,665",0.52,627,"2,580",261.1565375,3806,0,1,0,10,1,0,0,1,0.03188405797,0.1311975591,0.01328027142,1.923076923,0,19.23076923,1.923076923,0,0,1.923076923
양천구,신정3동,"49,946",2.72,"2,047","7,420",1050.071404,9284,1,0,1,27,0,15,0,1,0.040984263,0.1485604453,0.02102413414,0,0.3676470588,9.926470588,0,5.514705882,0,0.3676470588
양천구,신정6동,"24,659",0.96,62,"2,765",350.0721958,6916,0,0,0,13,0,5,0,5,0.002514294984,0.1121294456,0.01419652848,0,0,13.54166667,0,5.208333333,0,5.208333333
양천구,신정7동,"29,373",1.21,"1,723","4,970",487.463625,4457,0,1,0,9,0,5,0,2,0.05865931297,0.1692030096,0.0165956363,0.826446281,0,7.438016529,0,4.132231405,0,1.652892562
양천구,목5동,"41,379",1.81,54,"4,608",704.1860417,10700,1,0,1,20,0,5,1,9,0.001305009788,0.1113608352,0.01701795698,0,0.5524861878,11.04972376,0,2.762430939,0.5524861878,4.972375691
양천구,신정4동,"33,480",1.01,"1,626","5,855",1170.937392,15439,2,0,0,39,0,10,1,7,0.04856630824,0.1748805257,0.03497423513,0,0,38.61386139,0,9.900990099,0.9900990099,6.930693069
강서구,염창동,"41,940",1.74,200,"4,360",1385.159158,17152,0,1,1,32,1,11,0,3,0.004768717215,0.1039580353,0.03302716161,0.5747126437,0.5747126437,18.3908046,0.5747126437,6.32183908,0,1.724137931
강서구,등촌1동,"24,460",0.64,268,"2,892",590.0344917,15763,1,0,0,40,0,10,0,5,0.01095666394,0.1182338512,0.02412242403,0,0,62.5,0,15.625,0,7.8125
강서구,등촌2동,"20,507",0.92,412,"3,151",259.1366875,3541,0,1,0,11,0,4,0,0,0.02009070074,0.1536548496,0.01263649912,1.086956522,0,11.95652174,0,4.347826087,0,0
강서구,등촌3동,"30,947",0.79,"5,485","6,703",811.0853958,19252,0,0,2,26,0,10,1,3,0.1772385045,0.2165961159,0.02620885371,0,2.53164557,32.91139241,0,12.65822785,1.265822785,3.797468354
강서구,화곡본동,"34,722",0.98,"1,665","4,819",640.3701875,4179,1,1,1,28,0,1,0,0,0.04795230689,0.1387880882,0.01844277943,1.020408163,1.020408163,28.57142857,0,1.020408163,0,0
강서구,화곡2동,"18,199",0.45,874,"2,871",310.9798167,2732,0,0,0,12,0,1,0,0,0.04802461674,0.1577559207,0.017087742,0,0,26.66666667,0,2.222222222,0,0
강서구,화곡3동,"21,631",0.53,609,"4,053",512.9913583,4170,0,0,0,16,0,7,0,4,0.02815403819,0.1873699783,0.0237155637,0,0,30.18867925,0,13.20754717,0,7.547169811
강서구,화곡4동,"20,935",0.82,"1,003","3,786",450.8907917,3988,0,0,1,16,0,4,0,2,0.04791019823,0.1808454741,0.02153765425,0,1.219512195,19.51219512,0,4.87804878,0,2.43902439
강서구,화곡6동,"24,998",1.11,891,"3,898",553.39145,10847,0,0,0,33,0,5,0,5,0.03564285143,0.1559324746,0.02213742899,0,0,29.72972973,0,4.504504505,0,4.504504505
강서구,화곡8동,"24,934",0.53,"1,005","4,417",813.0654958,4167,0,0,0,16,0,5,0,3,0.04030640892,0.1771476698,0.03260870682,0,0,30.18867925,0,9.433962264,0,5.660377358
강서구,가양1동,"34,331",4.70,279,"3,050",1354.774829,56353,1,1,0,88,0,16,0,12,0.008126765897,0.08884098919,0.03946214293,0.2127659574,0,18.72340426,0,3.404255319,0,2.553191489
강서구,가양2동,"14,214",1.00,"3,140","4,075",250.0186917,3383,0,0,1,7,0,7,0,3,0.220908963,0.2866891797,0.01758960825,0,1,7,0,7,0,3
강서구,가양3동,"15,267",0.50,"2,214","3,680",287.858775,7374,0,0,0,8,0,9,0,0,0.1450186677,0.241042772,0.01885496659,0,0,16,0,18,0,0
강서구,발산1동,"36,426",2.94,"1,316","4,742",473.7643875,19865,2,0,1,41,0,11,1,9,0.03612804041,0.1301817383,0.013006215,0,0.3401360544,13.94557823,0,3.741496599,0.3401360544,3.06122449
강서구,공항동,"31,526",10.87,"1,073","4,246",1052.032525,36149,0,0,1,49,0,15,1,6,0.03403539935,0.1346824843,0.03337031419,0,0.09199632015,4.507819687,0,1.379944802,0.09199632015,0.5519779209
강서구,방화1동,"43,402",1.48,"1,078","6,621",682.1596125,11003,2,0,0,33,0,4,0,2,0.02483756509,0.1525505737,0.01571723912,0,0,22.2972973,0,2.702702703,0,1.351351351
강서구,방화2동,"23,602",6.41,"1,451","4,779",987.949825,14018,0,0,0,29,0,8,0,1,0.06147784086,0.2024828404,0.04185873337,0,0,4.524180967,0,1.248049922,0,0.1560062402
강서구,방화3동,"23,031",2.55,"2,032","5,220",376.4493,4698,1,0,1,21,0,5,0,1,0.08822890886,0.2266510356,0.01634533021,0,0.3921568627,8.235294118,0,1.960784314,0,0.3921568627
강서구,화곡1동,"52,945",1.12,"1,794","8,372",1699.099287,10879,0,0,0,58,0,4,0,1,0.03388421947,0.1581263575,0.0320917799,0,0,51.78571429,0,3.571428571,0,0.8928571429
강서구,우장산동,"43,248",1.36,557,"5,770",588.0028,7981,0,1,0,24,0,6,0,4,0.01287920829,0.1334165742,0.01359606918,0.7352941176,0,17.64705882,0,4.411764706,0,2.941176471
구로구,신도림동,"36,005",1.47,180,"4,706",940.7401292,15121,1,1,1,32,0,6,0,3,0.004999305652,0.1307040689,0.02612804136,0.6802721088,0.6802721088,21.76870748,0,4.081632653,0,2.040816327
구로구,구로1동,"21,216",1.02,89,"2,617",472.7485083,3603,0,0,1,12,0,4,0,1,0.00419494721,0.1233503017,0.02228264085,0,0.9803921569,11.76470588,0,3.921568627,0,0.9803921569
구로구,구로3동,"25,192",1.02,394,"3,513",5897.231925,92379,1,1,1,68,0,35,0,17,0.01563988568,0.1394490314,0.2340914546,0.9803921569,0.9803921569,66.66666667,0,34.31372549,0,16.66666667
구로구,구로4동,"23,991",0.46,844,"4,635",6666.839125,6044,1,1,2,20,0,7,0,3,0.03517985911,0.193197449,0.277889172,2.173913043,4.347826087,43.47826087,0,15.2173913,0,6.52173913
구로구,구로5동,"31,887",1.03,409,"4,781",4200.718463,26529,1,1,0,33,0,12,0,3,0.01282654373,0.1499357105,0.1317376505,0.9708737864,0,32.03883495,0,11.65048544,0,2.912621359
구로구,고척1동,"22,839",1.16,606,"4,378",777.4769833,10116,0,1,1,16,0,10,1,4,0.02653356101,0.1916896537,0.03404163857,0.8620689655,0.8620689655,13.79310345,0,8.620689655,0.8620689655,3.448275862
구로구,고척2동,"27,247",1.02,"1,038","5,188",628.0673792,4177,1,2,0,29,0,9,0,2,0.03809593717,0.1904062833,0.0230508819,1.960784314,0,28.43137255,0,8.823529412,0,1.960784314
구로구,개봉2동,"31,467",0.80,721,"6,463",728.518925,3361,1,0,0,16,0,9,0,3,0.02291289287,0.2053897734,0.02315183923,0,0,20,0,11.25,0,3.75
